상병코드,상병명
Y71,유해사건과 관련된 심장혈관 장치(Cardiovascular devices associated with adverse incidents)
Y72,유해사건과 관련된 이비인후과 장치(Otorhinolaryngological devices associated with adverse incidents)
Y73,유해사건과 관련된 위장 및 비뇨기 장치(Gastroenterology and urology devices associated with adverse incidents)
Y74,유해사건과 관련된 일반병원 및 개인용 장치(General hospital and personal- use devices associated with adverse incidents)
Y75,유해사건과 관련된 신경과 장치(Neurological devices associated with adverse incidents)
Y76,유해사건과 관련된 산과 및 부인과 장치(Obstetric and gynaecological devices associated with adverse incidents)
Y77,유해사건과 관련된 안과장치(Ophthalmic devices associated with adverse incidents)
Y78,유해사건과 관련된 방사선과 장치(Radiological devices associated with adverse incidents)
Y79,유해사건과 관련된 정형외과 장치(Orthopaedic devices associated with adverse incidents)
Y80,유해사건과 관련된 물리치료 장치(Physical medicine devices associated with adverse incidents)
Y81,유해사건과 관련된 일반 및 성형외과 장치(General- and plastic-surgery devices associated with adverse incidents)
Y82,유해사건과 관련된 기타 및 상세불명의 의료 장치(Other and unspecified medical devices associated with adverse incidents)
Y83,"처치 당시에는 재난의 언급이 없었으나 환자에게 이상반응이나 후에 합병증을 일으키게 한 외과적 수술 및 기타 외과적 처치(Surgical operation and other surgical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure)"
Y84,"처치 당시에는 재난의 언급이 없었으나 환자에게 이상반응이나 후에 합병증을 일으키게 한 기타 내과적 처치(Other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure)"
Y85,운수사고의 후유증(Sequelae of transport accidents)
Y86,기타 사고의 후유증(Sequelae of other accidents)
Y87,"의도적 자해, 가해 및 의도 미확인 사건의 후유증(Sequelae of intentional self- harm, assault and events of undetermined intent)"
Y88,외인으로서의 외과적 및 내과적 치료의 후유증(Sequelae with surgical and medical care as external cause)                  
Y89,기타 외인의 후유증(Sequelae of other external causes)
Y90,혈액 알코올 농도로 확인된 알코올 관여의 증거(Evidence of alcohol involvement determined by blood alcohol level)
Y91,중독의 농도가 확인된 알코올 관여의 증거(Evidence of alcohol involvement determined by level intoxication)
Y95,병원과 관련된 상태(Nosocomial condition)
Y96,업무와 관련된 상태(Work-related condition)
Y97,환경오염과 관련된 상태(Environmental-pollution-related condition)
Y98,생활방식과 관련된 상태(Lifestyle-related condition)
Z00,증상 호소 또는 보고된 진단명이 없는 사람의 일반적 검사 및 조사(General examination and investigation of persons without complaint or reported diagnosis)
Z01,증상 호소 또는 보고된 진단명이 없는 사람의 기타 특수 검사 및 조사(Other special examination and investigation of persons without complaint or reported diagnosis)
Z02,행정적 목적을 위한 검사(Examination and encounter for administrative purposes)
Z03,의심되는 질병 및 병태를 위한 의학적 관찰 및 평가(Medical observation and evaluation for suspected diseases and conditions)
Z04,기타 이유에서의 검사 및 관찰(Examination and observation for other reasons)
Z08,악성신생물의 치료후 추후검사(Follow-up examination after treatment for malig- nant neoplasm)
Z09,악성신생물 이외의 병태에 대한 치료후 추후검사(Follow-up examination after treatment for conditions other than malignant neoplasm)
Z10,한정된 소인구집단에 대한 정례적인 일반 건강점검(Routine general health check-up of defined subpopulation)
Z11,감염성 및 기생충성 질환에 대한 특수 선별검사(Special screening examination  for infectious and parasitic diseases)
Z12,신생물에 대한 특수 선별검사(Special screening examination for neoplasms)
Z13,기타 질환 및 장애에 대한 특수 선별검사(Special screening examination for other diseases and disorders)
Z20,전염성 질환에 접촉 및 노출(Contact with and exposure to communicable diseases)
Z21,무증상 인체면역결핍바이러스[HIV] 감염 상태(Asymptomatic human immuno- deficiency virus [HIV] infection status)
Z22,감염성 질환의 보균자(Carrier of infectious disease)
Z23,단일 세균성 질환에 대한 예방접종의 필요(Need for immunization against single bacterial diseases)
Z24,특정한 단일 바이러스 질환에 대한 예방접종의 필요(Need for immunization  against certain single viral diseases)
Z25,기타 단일 바이러스 질환에 대한 예방접종의 필요(Need for immunization  against other single viral diseases)
Z26,기타 단일 감염성 질환에 대한 예방접종의 필요(Need for immunization against other single infectious diseases)
Z27,감염성 질환의 병합에 대한 예방접종의 필요(Need for immunization against  combinations of infectious diseases)
Z28,수행되지 못한 예방접종(Immunization not carried out)
Z29,기타 예방적 조치의 필요(Need for other prophylactic measures)
Z30,피임 관리(Contraceptive management)
Z31,출산 관리(Procreative management)
Z32,임신검사 및 시험(Pregnancy examination and test)
Z33,"우발적인 임신 상태(Pregnant state, incidental)"
Z34,정상 임신의 관리(Supervision of normal pregnancy)
Z35,고 위험 임신의 관리(Supervision of high-risk pregnancy)
Z36,출산전 선별(Antenatal screening)
Z37,분만의 결과(Outcome of delivery)
Z38,출산장소에 따른 출생아(Liveborn infants according to place of birth)
Z39,분만후 간호 및 검사(Postpartum care and examination)
Z40,예방적 수술(Prophylactic surgery)
Z41,건강상태 개선 이외의 목적을 위한 처치(Procedures for purposes other than remedying health state)
Z42,성형수술을 포함한 계속 치료(Follow-up care involving plastic surgery)
Z43,인공적 개구부에 대한 처치(Attention to artificial openings)
Z44,외부 보철물 장치의 부착 및 조정(Fitting and adjustment of external prosthetic devices)
Z45,삽입 장치의 조정 및 관리(Adjustment and management of implanted device)
Z46,기타 장치의 부착 및 조정(Fitting and adjustment of other devices)
Z47,기타 정형외과적 계속 치료(Other orthopaedic follow-up care)
Z48,기타 외과적 계속 치료(Other surgical follow-up care)
Z49,투석과 관련된 의료(Care involving dialysis)
Z50,재활처치와 관련된 의료(Care involving use of rehabilitation procedures)
Z51,기타 의료(Other medical care)
Z52,기관 및 조직의 기증자(Donors of organs and tissues)
Z53,"수행되지 않은 특수처치를 위해 보건서비스에 접하고 있는 사람(Persons encountering health services for specific procedures, not carried out)"
Z54,회복기(Convalescence)
Z55,교육 및 식자와 관련된 문제(Problems related to education and literacy)
Z56,취업 및 실업에 관련된 문제(Problems related to employment and unemployment)
Z57,위험요인에 직업적 노출(Occupational exposure to risk-factors)
Z58,물리적 환경에 관련된 문제(Problems related to physical environment)
Z59,주택 및 경제적 상황에 관련된 문제(Problems related to housing and economic circumstances)
Z60,사회적 환경에 관련된 문제(Problems related to social environment)
Z61,소아기에 부정적 일상사건에 관련된 문제(Problems related to negative life events in childhood)
Z62,양육에 관련된 기타 문제(Other problems related to upbringing)
Z63,"가족 상황을 포함하여 일차 부양 집단에 관련된 기타 문제(Other problems related to primary support group, including family circumstances)"
Z64,특정 정신사회적 상황에 관련된 문제(Problems related to certain psychosocial  circumstances)
Z65,기타 정신사회적 상황과 관련된 문제(Problems related to other psychosocial  circumstances)
Z70,"성적 태도, 행동 및 지향에 관련된 상담(Counselling related to sexual attitude,  behaviour and orientation)"
Z71,"달리 분류되지 않은 기타 상담 및 의학적 권고를 위해 보건서비스와 접하고 있는 사람(Persons encountering health services for other counselling and medical advice, NEC)"
Z72,생활양식에 관련된 문제(Problems related to lifestyle)
Z73,생활-관리 어려움에 관련된 문제(Problems related to life-management difficulty)
Z74,간호제공자 의존에 관련된 문제(Problems related to care-provider dependency)
Z75,의료시설 및 기타 보건관리에 관련된 문제(Problems related to medical facilities and other health care)
Z76,기타 상황에서 보건서비스와 접하고 있는 사람(Persons encountering health services in other circumstances)
Z80,악성신생물의 가족력(Family history of malignant neoplasm)
Z81,정신 및 행동장애의 가족력(Family history of mental and behavioural disorders)
Z82,특정 무능력 및 불구의 원인이 되는 만성적 질환의 가족력(Family history of certain disabilities and chronic diseases leading to disablement)
Z83,기타 특수 장애의 가족력(Family history of other specific disorders)
Z84,기타 병태의 가족력(Family history of other conditions)
Z85,악성신생물의 개인력(Personal history of malignant neoplasm)
Z86,특정 기타 질환의 개인력(Personal history of certain other diseases)
Z87,기타 질환 및 병태의 개인력(Personal history of other diseases and conditions)
Z88,"약물, 약제 및 생물학적 물질에 대한 알레르기의 개인력(Personal history of allergy to drugs, medicaments and biological substances)"
Z89,후천성 사지 부재(Acquired absence of limb)
Z90,"달리 분류되지 않은 기관의 후천적 부재(Acquired absence of organs, NEC)"
Z91,"달리 분류되지 않은 위험 요인의 개인력(Personal history of risk-factors, NEC)"
Z92,의학적 치료의 개인력(Personal history of medical treatment)
Z93,인공적 개구상태(Artificial opening status)
Z94,이식한 장기 및 조직의 상태(Transplanted organ and tissue status)
Z95,심장 및 혈관 삽입물 및 이식편의 존재(Presence of cardiac and vascular implants and grafts)
Z96,기타 기능적 삽입물의 존재(Presence of other functional implants)
Z97,기타 장치의 존재(Presence of other devices)
Z98,기타 수술후 상태(Other postsurgical states)
Z99,"달리 분류되지 않은 기능성 기계 및 장치에 대한 의존(Dependence on enabling machines and devices, NEC)"
